"customerkey","geographykey","customeralternatekey","customer_name","age","email_id","yearlyincome","address","phone","datefirstpurchase"
21874,13,"AW00021874","Brandi   Suarez","42","brandi18@adventure-works.com","70000.00","9825 Mt. Dell Drive","1 (11) 500 555-0112","2021-03-18"
21875,15,"AW00021875","Cedric M Nara","42","cedric35@adventure-works.com","70000.00","2257 Gate Drive","1 (11) 500 555-0191","2021-03-02"
21876,10,"AW00021876","Philip P Rubio","42","philip20@adventure-works.com","70000.00","3586 Everett Court","1 (11) 500 555-0147","2021-03-21"
21877,2,"AW00021877","Clarence   Xu","42","clarence19@adventure-works.com","80000.00","6403 Madhatter Circle","1 (11) 500 555-0112","2021-03-17"
21878,10,"AW00021878","Bryant   Rana","42","bryant10@adventure-works.com","80000.00","3748 Bellwood Dr.","1 (11) 500 555-0184","2021-03-13"
21879,33,"AW00021879","Louis   Ma","44","louis10@adventure-works.com","70000.00","9593 Singingwood Court","1 (11) 500 555-0180","2022-10-14"
21880,33,"AW00021880","Marc J Gomez","38","marc4@adventure-works.com","70000.00","5370 Adobe Drive","1 (11) 500 555-0120","2022-08-31"
21881,21,"AW00021881","Nicole   Lewis","43","nicole21@adventure-works.com","80000.00","245 Blue Jay Drive","1 (11) 500 555-0199","2022-09-18"
21882,23,"AW00021882","Jay D Ramos","43","jay47@adventure-works.com","90000.00","4887 Babbe Street","1 (11) 500 555-0121","2021-03-29"
21883,39,"AW00021883","Patricia R Kapoor","44","patricia6@adventure-works.com","70000.00","799 Northwood Drive","1 (11) 500 555-0146","2022-02-02"
21884,18,"AW00021884","Tabitha A Gutierrez","45","tabitha31@adventure-works.com","80000.00","3973 Via Cordona Ln.","1 (11) 500 555-0110","2022-10-06"
21885,13,"AW00021885","Rafael A Xu","43","rafael13@adventure-works.com","90000.00","1753 Camby Rd.","1 (11) 500 555-0129","2021-03-16"
21886,10,"AW00021886","Jill   Carlson","44","jill26@adventure-works.com","100000.00","3393 Alpha Way","1 (11) 500 555-0176","2021-03-11"
21887,31,"AW00021887","Ashley D White","46","ashley13@adventure-works.com","80000.00","25 Glenellen Court","1 (11) 500 555-0132","2022-02-04"
21888,23,"AW00021888","Evan L Edwards","45","evan25@adventure-works.com","100000.00","4976 Singingwood Court","1 (11) 500 555-0118","2021-03-05"
21889,4,"AW00021889","Sheila L Navarro","45","sheila10@adventure-works.com","110000.00","1671 Via Del Verdes","1 (11) 500 555-0118","2021-03-10"
21890,3,"AW00021890","Tiffany B Zeng","45","tiffany23@adventure-works.com","120000.00","1301 Burwood Way","1 (11) 500 555-0124","2022-07-27"
21891,5,"AW00021891","Dawn M Nara","46","dawn41@adventure-works.com","110000.00","3071 Asilomar","1 (11) 500 555-0189","2021-03-17"
21892,16,"AW00021892","Joan J Hernandez","47","joan15@adventure-works.com","100000.00","2526 Sharon Dr.","1 (11) 500 555-0111","2021-03-08"
21893,7,"AW00021893","Brandi C Hernandez","47","brandi4@adventure-works.com","100000.00","1617 Cunningham Way","1 (11) 500 555-0187","2021-03-02"
21894,31,"AW00021894","David A Li","42","david58@adventure-works.com","90000.00","2461 Prancing Drive","1 (11) 500 555-0188","2021-03-25"
21895,23,"AW00021895","Kaylee L Gonzalez","42","kaylee30@adventure-works.com","90000.00","6977 Evergreen Ct.","1 (11) 500 555-0179","2021-03-05"
21896,34,"AW00021896","Roy   Subram","48","roy13@adventure-works.com","100000.00","2360 Cobblestone Ct.","1 (11) 500 555-0165","2022-06-06"
21897,17,"AW00021897","Francisco A Subram","47","francisco14@adventure-works.com","110000.00","9206 West Rd.","1 (11) 500 555-0112","2021-03-28"
21898,33,"AW00021898","Devon D Raji","47","devon18@adventure-works.com","110000.00","2497 Hazel Drive","1 (11) 500 555-0110","2022-11-02"
21899,6,"AW00021899","Marie   Vazquez","42","marie38@adventure-works.com","110000.00","3733 Water Street","1 (11) 500 555-0136","2021-03-03"
21900,536,"AW00021900","Robert   Jones","43","robert87@adventure-works.com","80000.00","9011 Santa Lucia Dr.","360-555-0153","2022-06-02"
21901,542,"AW00021901","Elizabeth P Taylor","54","elizabeth13@adventure-works.com","90000.00","2680 Corte Del Sol","439-555-0176","2023-01-02"
21902,325,"AW00021902","Natalie M James","43","natalie20@adventure-works.com","130000.00","1277 Army Dr.","344-555-0196","2022-11-02"
21903,368,"AW00021903","Fernando J Jenkins","62","fernando50@adventure-works.com","70000.00","198 Edie Ct.","208-555-0178","2022-03-17"
21904,52,"AW00021904","Chase   Sandberg","57","chase4@adventure-works.com","70000.00","4144 Mary Dr.","780-555-0190","2022-09-06"
21905,609,"AW00021905","Pedro   Hernandez","84","pedro24@adventure-works.com","50000.00","428 Del Monte Court","332-555-0111","2022-07-18"
21906,609,"AW00021906","Miranda L Simmons","84","miranda15@adventure-works.com","50000.00","4340 Lagoon Court","432-555-0140","2022-08-20"
21907,616,"AW00021907","Jordan   Hall","84","jordan51@adventure-works.com","60000.00","4095 Minert Rd.","167-555-0166","2022-09-12"
21908,546,"AW00021908","Isabel   Hayes","84","isabel21@adventure-works.com","60000.00","2208 Mauna Kea Court","982-555-0147","2022-08-12"
21909,352,"AW00021909","Allison   Ward","84","allison11@adventure-works.com","160000.00","1841 Precipice Drive","794-555-0174","2022-03-13"
21910,154,"AW00021910","Rebekah C Perez","38","rebekah19@adventure-works.com","30000.00","Höhenstr 9415","1 (11) 500 555-0151","2022-12-14"
21911,223,"AW00021911","Joan B Ross","37","joan8@adventure-works.com","20000.00","8101bis, boulevard Saint Germain","1 (11) 500 555-0125","2022-07-08"
21912,186,"AW00021912","Colleen R Kumar","38","colleen32@adventure-works.com","20000.00","2, avenue de Norvege","1 (11) 500 555-0190","2022-05-12"
21913,212,"AW00021913","Arthur   Blanco","38","arthur40@adventure-works.com","20000.00","8383, place du Tertre","1 (11) 500 555-0147","2022-12-22"
21914,120,"AW00021914","Emily   Brown","38","emily4@adventure-works.com","20000.00","Postfach 22 99 99","1 (11) 500 555-0121","2022-04-20"
21915,360,"AW00021915","Tristan M Wood","56","tristan2@adventure-works.com","70000.00","4580 Duck Horn Court","756-555-0133","2022-03-11"
21916,68,"AW00021916","Jesse   Evans","52","jesse24@adventure-works.com","40000.00","8533 Valley Oak Plaza","309-555-0152","2022-08-14"
21917,355,"AW00021917","Dalton   Johnson","46","dalton1@adventure-works.com","40000.00","4284 Boynton Avenue","130-555-0125","2022-06-03"
21918,311,"AW00021918","Carol   Serrano","56","carol11@adventure-works.com","40000.00","16 White Pl.","362-555-0117","2022-01-30"
21919,611,"AW00021919","Melissa D Howard","57","melissa33@adventure-works.com","60000.00","7350 Bluejay Dr","624-555-0115","2022-11-24"
21920,335,"AW00021920","Destiny   Bennett","57","destiny49@adventure-works.com","60000.00","9875 Prestwick Court","566-555-0180","2022-11-24"
21921,59,"AW00021921","Lucas T Collins","57","lucas12@adventure-works.com","60000.00","8108 Abbey Court","367-555-0120","2020-02-20"
21922,374,"AW00021922","Bailey L Ward","56","bailey9@adventure-works.com","60000.00","1796 Hamlet","643-555-0165","2022-11-06"
21923,637,"AW00021923","Justin   Williams","57","justin33@adventure-works.com","60000.00","9473 Wawona Lane","939-555-0154","2022-12-06"
21924,648,"AW00021924","Eduardo   Cook","53","eduardo88@adventure-works.com","40000.00","4989 Ridge Park Dr.","890-555-0145","2022-12-26"
21925,49,"AW00021925","Tabitha T Dominguez","58","tabitha33@adventure-works.com","40000.00","8108 Abbey Court","286-555-0119","2023-01-01"
21926,553,"AW00021926","Melanie   Henderson","51","melanie20@adventure-works.com","60000.00","7459 Davis Ave","292-555-0135","2022-12-08"
21927,310,"AW00021927","Meredith   Browning","51","meredith39@adventure-works.com","60000.00","6453 Pacific","240-555-0117","2022-12-24"
21928,310,"AW00021928","Karl L Luo","51","karl6@adventure-works.com","60000.00","5581 Stanford Street","830-555-0162","2022-12-08"
21929,312,"AW00021929","Karen M Perry","39","karen36@adventure-works.com","60000.00","7791 Black Pine Lane","141-555-0111","2022-12-05"
21930,325,"AW00021930","Marissa   Perry","40","marissa5@adventure-works.com","60000.00","8021 Dallas Drive","162-555-0133","2022-12-12"
21931,360,"AW00021931","Marcus L Wood","58","marcus51@adventure-works.com","60000.00","8074 Oakmead","387-555-0136","2022-12-12"
21932,310,"AW00021932","Leonard   Kumar","53","leonard9@adventure-works.com","60000.00","7127 Los Gatos Court","129-555-0139","2022-12-17"
21933,358,"AW00021933","Nicole I Martin","59","nicole15@adventure-works.com","60000.00","6866 Winterberry Ct.","378-555-0161","2022-11-23"
21934,325,"AW00021934","Jennifer A Cox","59","jennifer64@adventure-works.com","60000.00","7128 Joan Ave.","589-555-0184","2022-08-19"
21935,644,"AW00021935","Victoria   Simmons","53","victoria62@adventure-works.com","60000.00","845 Olive Ave","992-555-0163","2023-01-02"
21936,301,"AW00021936","Emma H Reed","53","emma28@adventure-works.com","60000.00","1191 Boxwood Dr.","572-555-0116","2022-09-01"
21937,359,"AW00021937","Morgan C Ross","53","morgan73@adventure-works.com","60000.00","8314 Brandywine Way","520-555-0181","2022-12-05"
21938,545,"AW00021938","Savannah K Hall","53","savannah45@adventure-works.com","60000.00","239 Crown Court","812-555-0162","2022-08-13"
21939,51,"AW00021939","Thomas J Roberts","54","thomas41@adventure-works.com","70000.00","448 Roanoke Dr.","874-555-0175","2020-02-09"
21940,312,"AW00021940","Alejandro T Sharma","59","alejandro36@adventure-works.com","90000.00","8998 Adobe Drive","922-555-0153","2022-03-21"
21941,369,"AW00021941","Gail   Moore","60","gail3@adventure-works.com","60000.00","4037 Trasher Road","155-555-0169","2022-12-01"
21942,626,"AW00021942","Julia M Roberts","60","julia10@adventure-works.com","80000.00","4249 Heights Ave.","387-555-0169","2022-03-04"
21943,19,"AW00021943","Cindy A Mehta","49","cindy14@adventure-works.com","80000.00","4835 Bell Dr.","1 (11) 500 555-0176","2021-03-23"
21944,8,"AW00021944","Daisy   Jiménez","43","daisy2@adventure-works.com","90000.00","3499 Parkway Drive","1 (11) 500 555-0171","2021-03-15"
21945,37,"AW00021945","Pearlie J. Rusek","38","pearlie0@adventure-works.com","90000.00","5154 Brannan Pl.","633-555-0100","2021-03-02"
21946,13,"AW00021946","Michele   Deng","49","michele1@adventure-works.com","90000.00","24 Roslyn Drive","1 (11) 500 555-0199","2021-03-09"
21947,37,"AW00021947","Diane F Romero","49","diane14@adventure-works.com","90000.00","5070 Via Alta","1 (11) 500 555-0182","2021-03-23"
21948,29,"AW00021948","Ann   Madan","49","ann13@adventure-works.com","100000.00","3330 Hawes Street","1 (11) 500 555-0137","2021-03-03"
21949,28,"AW00021949","Clayton   Chavez","43","clayton33@adventure-works.com","100000.00","8109 Live Oak Ave.","1 (11) 500 555-0172","2021-03-24"
21950,4,"AW00021950","Armando   Hernandez","49","armando4@adventure-works.com","100000.00","1596 Brown Dr","1 (11) 500 555-0182","2021-03-13"
21951,23,"AW00021951","Orlando C Hernandez","42","orlando4@adventure-works.com","80000.00","5929 William Reed Dr.","1 (11) 500 555-0186","2021-03-07"
21952,34,"AW00021952","Latasha   Vazquez","50","latasha14@adventure-works.com","70000.00","8020 Gladstone Drive","1 (11) 500 555-0125","2022-05-28"
21953,36,"AW00021953","Marvin K Vazquez","51","marvin15@adventure-works.com","70000.00","2117 Mt Whitney","1 (11) 500 555-0140","2022-04-21"
21954,31,"AW00021954","Yolanda   Andersen","45","yolanda12@adventure-works.com","70000.00","2368 Olivera Rd","1 (11) 500 555-0163","2022-12-31"
21955,7,"AW00021955","Jenny   Ferrier","49","jenny45@adventure-works.com","110000.00","2934 Treat Blvd","1 (11) 500 555-0166","2021-03-15"
21956,10,"AW00021956","Jay F Kapoor","49","jay7@adventure-works.com","120000.00","6011 Driftwood Dr.","1 (11) 500 555-0159","2021-03-12"
21957,12,"AW00021957","Kathryn R Shen","49","kathryn2@adventure-works.com","120000.00","1047 Las Quebradas Lane","1 (11) 500 555-0151","2021-03-08"
21958,16,"AW00021958","Mallory   Blanco","49","mallory2@adventure-works.com","130000.00","4127 Esperanza Drive","1 (11) 500 555-0137","2021-03-24"
21959,18,"AW00021959","Jimmy   Dominguez","49","jimmy16@adventure-works.com","130000.00","3397 C Olivera Rd","1 (11) 500 555-0145","2021-03-16"
21960,33,"AW00021960","Dawn C Liu","51","dawn5@adventure-works.com","70000.00","5878 Scenic Avenue","1 (11) 500 555-0191","2022-09-13"
21961,24,"AW00021961","Chelsea   Garcia","46","chelsea16@adventure-works.com","70000.00","3331 Algiers Dr.","1 (11) 500 555-0194","2022-03-02"
21962,36,"AW00021962","Kristi M Smith","51","kristi25@adventure-works.com","80000.00","4580 Duck Horn Court","1 (11) 500 555-0131","2022-02-27"
21963,9,"AW00021963","Jacquelyn   Serrano","45","jacquelyn17@adventure-works.com","80000.00","6090 San Francisco","1 (11) 500 555-0115","2022-05-05"
21964,21,"AW00021964","Devon C Nara","51","devon14@adventure-works.com","80000.00","5146 Shadow Falls Drive","1 (11) 500 555-0174","2022-09-22"
21965,37,"AW00021965","Bethany L Raheem","52","bethany21@adventure-works.com","80000.00","1839 Kelly","1 (11) 500 555-0125","2022-11-17"
21966,38,"AW00021966","Ross A Sai","51","ross5@adventure-works.com","90000.00","1368 Palms Drive","1 (11) 500 555-0172","2021-04-17"
21967,19,"AW00021967","Charles E Sanders","53","charles50@adventure-works.com","60000.00","807 Winton Dr.","1 (11) 500 555-0189","2022-11-30"
21968,29,"AW00021968","Jaime R Deng","50","jaime25@adventure-works.com","70000.00","1924 Coldwater Drive","1 (11) 500 555-0166","2021-04-11"
21969,7,"AW00021969","Latoya H Deng","50","latoya1@adventure-works.com","70000.00","1546 Cinnabar St.","1 (11) 500 555-0175","2021-04-27"
21970,40,"AW00021970","Jada   Rivera","38","jada8@adventure-works.com","60000.00","4661 Balboa Court","1 (11) 500 555-0132","2022-11-15"
21971,23,"AW00021971","Warren   Shan","54","warren41@adventure-works.com","60000.00","6144 Rising Dawn Way","1 (11) 500 555-0193","2022-07-12"
21972,2,"AW00021972","Mandy K She","48","mandy24@adventure-works.com","60000.00","3067 Maya","1 (11) 500 555-0154","2022-05-28"
21973,28,"AW00021973","Janet R Vazquez","54","janet20@adventure-works.com","60000.00","3312 Clear View Circle","1 (11) 500 555-0142","2022-11-26"
21974,36,"AW00021974","Whitney J Suri","38","whitney0@adventure-works.com","70000.00","4659 Montoya","1 (11) 500 555-0196","2021-04-28"
21975,30,"AW00021975","Alfredo   Ruiz","50","alfredo3@adventure-works.com","60000.00","8769 Haven Drive","1 (11) 500 555-0166","2022-12-28"
21976,18,"AW00021976","Jacqueline   Torres","55","jacqueline28@adventure-works.com","60000.00","415 Courthouse Drive","1 (11) 500 555-0134","2021-04-01"
21977,17,"AW00021977","Phillip J Malhotra","55","phillip5@adventure-works.com","70000.00","9377 Detroit Ave","1 (11) 500 555-0122","2022-06-11"
21978,15,"AW00021978","Tracy E Deng","51","tracy3@adventure-works.com","90000.00","6045 Elwood Drive","1 (11) 500 555-0157","2022-04-22"
21979,31,"AW00021979","Philip M Gutierrez","50","philip11@adventure-works.com","60000.00","8574 Hillview Drive","1 (11) 500 555-0111","2021-04-09"
21980,22,"AW00021980","Beth   Moreno","57","beth9@adventure-works.com","60000.00","9217 Juliet Court","1 (11) 500 555-0131","2021-04-05"
21981,20,"AW00021981","Isabella L Henderson","52","isabella16@adventure-works.com","60000.00","2173 Heartwood Drive","1 (11) 500 555-0193","2022-11-10"
21982,32,"AW00021982","Deborah T Lal","57","deborah13@adventure-works.com","60000.00","9471 Tobi Drive","1 (11) 500 555-0174","2021-04-25"
21983,28,"AW00021983","Glenn   Liang","57","glenn18@adventure-works.com","60000.00","1135 W St.","1 (11) 500 555-0127","2021-04-01"
21984,5,"AW00021984","Kristy   Suarez","53","kristy17@adventure-works.com","60000.00","117 Marvello Lane","1 (11) 500 555-0173","2021-04-12"
21985,14,"AW00021985","Eddie L Torres","58","eddie12@adventure-works.com","60000.00","5248 Gladstone Drive","1 (11) 500 555-0151","2021-04-04"
21986,29,"AW00021986","Kristi l Chapman","58","kristi18@adventure-works.com","60000.00","1312 Creekside Dr.","1 (11) 500 555-0132","2021-04-09"
21987,22,"AW00021987","Theodore F Dominguez","52","theodore13@adventure-works.com","70000.00","1291 Honey Court","1 (11) 500 555-0151","2021-04-27"
21988,13,"AW00021988","Alisha M Zhao","53","alisha10@adventure-works.com","80000.00","1848 Wharf Dr.","1 (11) 500 555-0160","2022-11-22"
21989,14,"AW00021989","Erik H Jimenez","53","erik7@adventure-works.com","80000.00","7419 Donaleen Ct.","1 (11) 500 555-0116","2022-03-26"
21990,26,"AW00021990","Alejandro R Rai","48","alejandro42@adventure-works.com","80000.00","3919 El Pintado Road","1 (11) 500 555-0116","2022-04-06"
21991,37,"AW00021991","Teresa   Gill","53","teresa14@adventure-works.com","80000.00","5139 The Trees Dr","1 (11) 500 555-0164","2023-01-22"
21992,40,"AW00021992","Alejandro P Zhang","53","alejandro2@adventure-works.com","80000.00","4997 Clayburn Rd","1 (11) 500 555-0184","2022-12-28"
21993,32,"AW00021993","Craig M Sanz","43","craig19@adventure-works.com","70000.00","1277 Argenta Dr.","1 (11) 500 555-0176","2022-03-08"
21994,37,"AW00021994","Natasha   Ruiz","59","natasha2@adventure-works.com","90000.00","6778 Edie Ct.","1 (11) 500 555-0143","2021-04-01"
21995,13,"AW00021995","Kathryn C Raji","56","kathryn19@adventure-works.com","70000.00","380 Show Rd.","1 (11) 500 555-0149","2022-08-17"
21996,22,"AW00021996","Amy   Gao","56","amy21@adventure-works.com","60000.00","3248 Birdhaven Court","1 (11) 500 555-0186","2021-04-14"
21997,40,"AW00021997","Dennis   Xu","60","dennis13@adventure-works.com","80000.00","9707 Daffodil Drive","1 (11) 500 555-0116","2022-11-03"
21998,22,"AW00021998","Erik C Hernandez","59","erik5@adventure-works.com","90000.00","9847 E. 5th Street","1 (11) 500 555-0133","2022-07-14"
21999,34,"AW00021999","Julia R Barnes","54","julia69@adventure-works.com","90000.00","8641 Summitview Dr.","1 (11) 500 555-0194","2021-04-22"
22000,25,"AW00022000","Cynthia   Chandra","54","cynthia6@adventure-works.com","100000.00","6440 Co Road","1 (11) 500 555-0165","2021-04-10"
22001,31,"AW00022001","Gregory J Chander","60","gregory19@adventure-works.com","70000.00","5844 Miguel Drive","1 (11) 500 555-0153","2022-05-04"
22002,7,"AW00022002","Kristen L Chen","82","kristen2@adventure-works.com","30000.00","1354 Helene Court","1 (11) 500 555-0186","2022-08-29"
22003,38,"AW00022003","Jill   Navarro","82","jill17@adventure-works.com","40000.00","1026 Mt. Wilson Pl.","1 (11) 500 555-0134","2022-07-07"
22004,2,"AW00022004","Meghan E Ortega","58","meghan21@adventure-works.com","60000.00","3030 Blackburn Ct.","1 (11) 500 555-0127","2021-04-09"
22005,35,"AW00022005","Pamela   Mehta","58","pamela17@adventure-works.com","70000.00","7633 Greenhills Circle","1 (11) 500 555-0157","2022-12-27"
22006,38,"AW00022006","Jon   Nara","58","jon13@adventure-works.com","70000.00","1064 Armstrong Rd.","1 (11) 500 555-0147","2022-03-18"
22007,618,"AW00022007","Kaylee T Hernandez","42","kaylee41@adventure-works.com","30000.00","8777 Olivera Rd.","894-555-0144","2022-12-10"
22008,49,"AW00022008","Alisha J Ye","43","alisha9@adventure-works.com","40000.00","9525 Canyon Way","292-555-0192","2020-02-19"
22009,312,"AW00022009","Ross   Alvarez","43","ross25@adventure-works.com","40000.00","490 Sepulveda Ct.","152-555-0151","2022-03-18"
22010,302,"AW00022010","Henry M Lopez","43","henry18@adventure-works.com","40000.00","8434 Balhan Court","272-555-0141","2022-10-28"
22011,634,"AW00022011","Richard L Patterson","37","richard65@adventure-works.com","30000.00","5165 Wintergreen Court","294-555-0180","2022-11-29"
22012,310,"AW00022012","Regina   Malhotra","38","regina4@adventure-works.com","30000.00","3146 Rose Street","349-555-0176","2022-06-30"
22013,545,"AW00022013","Marcus L Jenkins","37","marcus56@adventure-works.com","30000.00","7260 Holly Oak Dr.","393-555-0137","2022-12-14"
22014,50,"AW00022014","Jose   Gonzales","38","jose11@adventure-works.com","30000.00","2206 Countrywood Ct","407-555-0164","2022-06-11"
22015,64,"AW00022015","Mary   Turner","38","mary18@adventure-works.com","30000.00","1178 Flora Ave.","735-555-0125","2022-07-08"
22016,612,"AW00022016","Terrence E Andersen","37","terrence13@adventure-works.com","30000.00","7651 Smiling Tree Court","159-555-0162","2022-12-25"
22017,8,"AW00022017","Sharon F She","80","sharon6@adventure-works.com","30000.00","5878 Arcadia Pl.","1 (11) 500 555-0190","2022-06-05"
22018,40,"AW00022018","Todd   Sun","81","todd12@adventure-works.com","40000.00","6699 Premier Place","1 (11) 500 555-0112","2022-06-12"
22019,65,"AW00022019","Rachel   Bryant","40","rachel66@adventure-works.com","40000.00","1315 Union St","898-555-0158","2022-02-27"
22020,34,"AW00022020","Jaime   Shan","80","jaime32@adventure-works.com","40000.00","3514 Sunshine","1 (11) 500 555-0133","2022-09-26"
22021,635,"AW00022021","Ethan C White","41","ethan46@adventure-works.com","30000.00","3361 Greenhills Circle","182-555-0138","2022-11-02"
22022,355,"AW00022022","Christopher M Davis","40","christopher5@adventure-works.com","30000.00","3538 Olivewood Ct.","755-555-0171","2022-11-12"
22023,300,"AW00022023","Rafael R Chen","41","rafael2@adventure-works.com","30000.00","5932 Houston Ct.","125-555-0157","2022-03-20"
22024,310,"AW00022024","Samuel D Chen","41","samuel24@adventure-works.com","40000.00","3514 Citrus Ave","161-555-0122","2022-05-03"
22025,312,"AW00022025","Riley S Peterson","41","riley24@adventure-works.com","40000.00","6239 Meadowvale Court","156-555-0118","2022-07-08"
22026,49,"AW00022026","Bridget   Kennedy","39","bridget10@adventure-works.com","30000.00","3376 Jacaranda Dr.","379-555-0115","2022-08-29"
22027,49,"AW00022027","Franklin J Luo","39","franklin24@adventure-works.com","30000.00","5763 Reed Way","172-555-0141","2022-05-11"
22028,31,"AW00022028","Jodi A Shen","78","jodi2@adventure-works.com","30000.00","6951 Harmony Way","1 (11) 500 555-0159","2022-02-02"
22029,15,"AW00022029","Laura   Gao","78","laura20@adventure-works.com","40000.00","82 Mt. Dell Dr.","1 (11) 500 555-0148","2022-12-13"
22030,37,"AW00022030","Barbara   Shen","78","barbara33@adventure-works.com","40000.00","2137 Carlotta","1 (11) 500 555-0144","2021-04-19"
22031,19,"AW00022031","Jorge   Cai","78","jorge24@adventure-works.com","40000.00","7952 Quartermaster","1 (11) 500 555-0191","2021-04-13"
22032,35,"AW00022032","Ivan   Fernandez","76","ivan12@adventure-works.com","40000.00","3973 Gilardy Drive","1 (11) 500 555-0188","2021-04-06"
22033,16,"AW00022033","Marshall C Zhao","76","marshall9@adventure-works.com","50000.00","6583 El Rancho Drive","1 (11) 500 555-0179","2021-04-11"
22034,326,"AW00022034","Seth H Clark","42","seth18@adventure-works.com","40000.00","8979 Adams Dr.","131-555-0145","2022-03-31"
22035,355,"AW00022035","Ryan C Wilson","41","ryan46@adventure-works.com","40000.00","8706 Royal Arch Court","716-555-0163","2022-03-31"
22036,315,"AW00022036","Gabriella   Hall","42","gabriella45@adventure-works.com","40000.00","4511 L St.","874-555-0180","2022-12-16"
22037,637,"AW00022037","Angela S Gonzales","43","angela20@adventure-works.com","40000.00","3182 Glendale Ave","671-555-0144","2022-09-14"
22038,326,"AW00022038","Isabella L Jackson","39","isabella67@adventure-works.com","50000.00","5028 Tanager Road","363-555-0165","2022-02-04"
22039,335,"AW00022039","Marissa   Simmons","44","marissa12@adventure-works.com","50000.00","3149 Blue Circle","979-555-0111","2022-12-13"
22040,385,"AW00022040","Devin   Brown","44","devin4@adventure-works.com","50000.00","3435 San Simeon","101-555-0122","2022-05-16"
22041,50,"AW00022041","Paige W Morris","45","paige43@adventure-works.com","60000.00","6720 Primrose Dr.","711-555-0136","2020-01-29"
22042,300,"AW00022042","Abigail K Bryant","40","abigail43@adventure-works.com","70000.00","2529 Clear Court","843-555-0124","2022-03-18"
22043,331,"AW00022043","Trinity   Cox","46","trinity10@adventure-works.com","70000.00","1820 Adobe St","944-555-0152","2022-04-06"
22044,358,"AW00022044","Connor   Young","40","connor46@adventure-works.com","80000.00","8526 El Molino Dr.","225-555-0129","2022-04-11"
22045,612,"AW00022045","Cameron J Chen","44","cameron21@adventure-works.com","80000.00","7971 Rolling Green Circle","298-555-0161","2022-04-13"
22046,644,"AW00022046","Jasmine E Sanders","39","jasmine40@adventure-works.com","80000.00","9783 Amaranth Way","745-555-0111","2022-04-05"
22047,300,"AW00022047","David B Gonzales","44","david50@adventure-works.com","90000.00","6306 El Dorado Way","539-555-0134","2022-09-20"
22048,360,"AW00022048","Grace A Washington","51","grace61@adventure-works.com","100000.00","4698 Royal Oak Rd.","482-555-0114","2022-04-09"
22049,299,"AW00022049","Allen J Patel","45","allen3@adventure-works.com","130000.00","7971 Rolling Green Circle","411-555-0121","2022-05-05"
22050,43,"AW00022050","Richard N Bailey","50","richard97@adventure-works.com","90000.00","5826 Limewood Pl.","818-555-0146","2020-02-27"
22051,609,"AW00022051","Lauren G Rogers","49","lauren1@adventure-works.com","90000.00","7399 Pacific","793-555-0113","2022-12-22"
22052,298,"AW00022052","Zachary   Butler","44","zachary13@adventure-works.com","110000.00","4050 Canyon Road","193-555-0178","2022-02-09"
22053,299,"AW00022053","Jaime W Goel","44","jaime42@adventure-works.com","120000.00","9067 Argonne Drive","286-555-0153","2022-10-06"
22054,299,"AW00022054","Russell   Raji","50","russell24@adventure-works.com","120000.00","1144 Paraiso Ct.","172-555-0194","2022-04-12"
22055,300,"AW00022055","Hannah H Clark","45","hannah17@adventure-works.com","120000.00","8612 Camino Ricardo","622-555-0130","2022-02-10"
22056,631,"AW00022056","Alex W Howard","39","alex15@adventure-works.com","40000.00","9779 Shuey Ave.","809-555-0195","2022-09-07"
22057,648,"AW00022057","Kyle   Ross","39","kyle0@adventure-works.com","40000.00","313 Park Highlands","102-555-0176","2023-01-11"
22058,49,"AW00022058","Jake   Zukowski","39","jake22@adventure-works.com","40000.00","5888 Salem St.","139-555-0143","2020-03-02"
22059,52,"AW00022059","Jonathan   Johnson","40","jonathan61@adventure-works.com","40000.00","2559 Altura Drive","310-555-0158","2022-04-01"
22060,542,"AW00022060","Evan   Hill","39","evan38@adventure-works.com","40000.00","6468 Gatewood Court","721-555-0154","2022-03-07"
22061,306,"AW00022061","Jenny C Goel","40","jenny42@adventure-works.com","60000.00","7156 Rose Dr.","753-555-0135","2022-12-26"
22062,315,"AW00022062","Cameron   Flores","40","cameron7@adventure-works.com","60000.00","7892 M Ln.","979-555-0198","2022-12-20"
22063,7,"AW00022063","Joanna   Suarez","73","joanna18@adventure-works.com","10000.00","4906 Vine Hill Way","1 (11) 500 555-0193","2023-01-15"
22064,39,"AW00022064","Lawrence L Carlson","73","lawrence17@adventure-works.com","20000.00","749 Tanager Court","1 (11) 500 555-0174","2022-02-16"
22065,20,"AW00022065","Roy   Martin","72","roy22@adventure-works.com","20000.00","8955 Miller Dr.","1 (11) 500 555-0143","2022-02-26"
22066,299,"AW00022066","Paula M Munoz","42","paula10@adventure-works.com","70000.00","3200 Sandalwood Dr","810-555-0167","2022-04-01"
22067,609,"AW00022067","Julia E Jackson","42","julia34@adventure-works.com","70000.00","2375 Elwood Drive","114-555-0110","2022-04-26"
22068,300,"AW00022068","Sean   James","55","sean15@adventure-works.com","100000.00","3556 Hoek Maple Court","278-555-0194","2022-04-12"
22069,300,"AW00022069","Bailey L Reed","49","bailey18@adventure-works.com","100000.00","3652 Happy Valley Road","879-555-0197","2022-07-29"
22070,310,"AW00022070","Eduardo J Brown","55","eduardo3@adventure-works.com","110000.00","2823 Pheasant Court","317-555-0129","2022-08-06"
